experiment	id	split	query	expectedDomain	relevantSections	rank	source	section	domain	chunkIndex	score
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	6	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.3692204745946907
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	7	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.3690278515882794
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	8	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.3675686515663119
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	9	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.3665461569917113
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	10	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.3650934128547151
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	11	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.3603455341068542
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	12	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.35781515739057207
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	13	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.356261074543022
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	14	mysql-slow-query.md	7. 处理原则	mysql	6	0.3541499885410372
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	15	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.35348650993289693
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	16	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.35301645010219573
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	17	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.35121761793145734
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	18	mysql-slow-query.md	6. 判断原则	mysql	5	0.3492721333449355
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	19	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.34881248931774356
bge-m3/BM25-RRF候选融合	D19	dev	今天天气怎么样	none	[-]	20	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.3463596403599007
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.28638385886857826
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	2	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.2540241773099706
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	3	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.3373538560904061
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	4	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.33541699225700233
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	5	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.30582455220139293
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	6	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.28262785983780003
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	7	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.28132416677804595
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	8	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.27797451281851576
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	9	mysql-slow-query.md	7. 处理原则	mysql	6	0.25914150694406934
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	10	mysql-slow-query.md	6. 判断原则	mysql	5	0.24982243026501458
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	11	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.24827993018635738
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	12	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.24822965232664487
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	13	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.243033469553774
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	14	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.2378708818612409
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	15	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.22813529325741264
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	16	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.22494820427637602
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	17	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.20693218811336211
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	18	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.1997748553149086
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	19	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.19062016056721434
bge-m3/BM25-RRF候选融合	D20	dev	如何烤一块巧克力蛋糕	none	[-]	20	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.18293171830206478
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.4043007467384914
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	2	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.4017323846423343
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	3	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.4646813974734955
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	4	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.447898061336271
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	5	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.4145490142411174
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	6	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.4073288540257074
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	7	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.405919921007244
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	8	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.40543857456302534
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	9	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.40430406306377936
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	10	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.3973668225507331
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	11	mysql-slow-query.md	7. 处理原则	mysql	6	0.3947992575648227
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	12	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.3946301922307823
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	13	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.38614520224135784
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	14	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.37946457894770014
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	15	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.37680009310247947
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	16	mysql-slow-query.md	6. 判断原则	mysql	5	0.3742886000866677
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	17	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.3632874625024541
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	18	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.35431079625569956
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	19	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.35383549975214995
bge-m3/BM25-RRF候选融合	D21	dev	Kubernetes 证书过期如何更新	none	[-]	20	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.3538058849769562
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	1	mysql-slow-query.md	7. 处理原则	mysql	6	0.44725187984134196
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	2	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.43013812777087024
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	3	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.4274337512729049
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	4	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.4176339703478884
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	5	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.4176035176279443
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	6	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.41067869695065
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	7	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.40746411792402315
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	8	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4074196660901824
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	9	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.40466606756039347
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	10	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.40112993676784203
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	11	mysql-slow-query.md	6. 判断原则	mysql	5	0.3979934152951264
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	12	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.39299401849686616
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	13	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.3928129311092629
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	14	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.3831534867539046
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	15	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.37789237169810563
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	16	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.37137228336995043
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	17	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.3654580741040373
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	18	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.35868694762693765
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	19	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.358595731739127
bge-m3/BM25-RRF候选融合	D22	dev	Redis 主从复制断开怎么修复	none	[-]	20	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.34843737520280477
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.41390673766856295
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	2	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.41282935754268824
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	3	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.4318058165577998
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	4	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.4197876666963925
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	5	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.41637556249662017
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	6	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4150760319965304
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	7	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.4013807358003996
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	8	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.39565945786112255
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	9	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.38934726182545076
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	10	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.3848222426275546
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	11	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.38144061706577925
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	12	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.3717591024796023
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	13	mysql-slow-query.md	7. 处理原则	mysql	6	0.3710155987227201
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	14	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.3700540155012848
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	15	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.36951551681053146
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	16	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.3420628967735053
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	17	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.3414948728204545
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	18	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.3372095639623576
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	19	mysql-slow-query.md	6. 判断原则	mysql	5	0.33327112591717833
bge-m3/BM25-RRF候选融合	D23	dev	如何申请报销差旅费用	none	[-]	20	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.3317340106650057
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	1	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.41704704382281294
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	2	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.4073516803626281
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	3	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.40613600428823066
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	4	mysql-slow-query.md	7. 处理原则	mysql	6	0.4056502895505164
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	5	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4041768071546138
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	6	mysql-slow-query.md	6. 判断原则	mysql	5	0.38979045414016483
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	7	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.3792628419838703
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	8	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.3702818828653226
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	9	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.36966100532625107
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	10	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.3608144165298965
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	11	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.3591252038516691
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	12	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.35303770438801846
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	13	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.3513304252813737
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	14	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.3490805805825594
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	15	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.34635270906892446
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	16	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.33324696618246463
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	17	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.33201042818961507
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	18	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.32990198374963936
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	19	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.3222850723605165
bge-m3/BM25-RRF候选融合	D24	dev	Nginx HTTPS 证书续期步骤	none	[-]	20	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.32215957074379503
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	1	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.5878099062103126
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	2	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.604215739901153
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	3	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.6186251160577069
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	4	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.5547623534288247
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	5	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.5901689568514753
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	6	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.5369464815255219
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	7	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.5475708792506797
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	8	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.44376278575701905
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	9	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.5530293773518394
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	10	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.558548052570573
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	11	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.43119114692028776
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	12	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4479550216278403
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	13	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.4497088283821063
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	14	mysql-slow-query.md	7. 处理原则	mysql	6	0.5263623344354269
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	15	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4649078098324345
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	16	mysql-slow-query.md	6. 判断原则	mysql	5	0.46252129190116753
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	17	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.46173491617858725
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	18	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.4246956616277412
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	19	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.39512799367690504
bge-m3/BM25-RRF候选融合	H01	holdout	池里的工作线程一个也腾不出来	thread-pool	[thread-pool:1, thread-pool:2]	20	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.3826747992843259
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	1	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.7174896274451606
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	2	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.621021079694998
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	3	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.6461368267241222
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	4	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.5123598743022304
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	5	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.53132280057393
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	6	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.5282340735903399
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	7	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.5025115177852529
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	8	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.5245404399795928
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	9	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.5451130864765654
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	10	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.46637671759154925
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	11	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.49803449102210084
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	12	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.4848977435851628
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	13	mysql-slow-query.md	6. 判断原则	mysql	5	0.4808791154426531
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	14	mysql-slow-query.md	7. 处理原则	mysql	6	0.48000943899745935
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	15	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.47382545479190313
bge-m3/BM25-RRF候选融合	H02	holdout	提交任务时抛出 RejectedExecutionException 怎么排查	thread-pool	[thread-pool:2, thread-pool:4]	16	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.4515984077569131
